id,description,nb
"237","Litige avec une compagnie d assurance pour non indemnisation suite à un cambriolage","2"
"238"," Souhaite faire modifier le droit de garde décidé il y a 8 ans (résidence de mes 2 enfants chez la maman) suite à l’échec scolaire . 
 Dossier préparé  avec les pièces justificatives. car initialement je voulais saisir le JAF sans la présence d’un avocat 
 ","3"
"239","je souhaiterais connaître le coût pour une audience devant la cour d appel de Paris.Le conseil de prud hommes a condamné la société qui m employait à me verser un salaire complémentaire et n a pas retenu le licenciement abusif, obligation de reclassement ainsi que les méthodes d harcèlement, c est pourquoi j ai demandé que la cour d appel statue sur la décision rendue par le conseil de prud hommes. merci de votre devis (convocation à l audience de la cour d appel le jeudi 12 septembre 2013. cordialement","2"
"240","Après avoir signé un contrat  d assurance avec des conditions particulières qui me garantissaient :objets mobiliers ..........y compris les bijoux objets rares ou précieux,pièces de collections.Coût 260f,80.Lors d un cambriolage dans mon pavillon il m a été volé des napoléons que l assurance refuse a ce jour de me dédommager. raison évoquée : vous avez du recevoir un courrier en 2001 que les conditions particulières  ne garantissaient plus les pièces d or.","1"
"241","Bonjour, J ai un fils de 10 ans que j ai eu d une précédente union, j ai quittée son père quand mon fils n avait que quelques mois, ils ne se connaissent pas. Ce monsieur ne s est jamais manifesté et n a contribué à rien.  je suis mariée depuis 2 ans et vit avec mon mari depuis 9 ans. Il voudrait adopter mon fils à la condition qu il ne porte plus le nom de naissance. Nous travaillons tout les deux, je suis assistante dentaire et mon mari est boucher. je vous remercie pour votre réponse  ","2"
"242","J habite dans les yvelines et j ai demissionne de mon poste de travail car les relations d avec mon employeurs s’étaient dégradées depuis une lettre d avertissement pour faute que je contestais . S en sont suivies des réflexions une mise plus ou moins a l’écart et une menaces de  déclaration de guerre   selon ses mots qui m ont pousse a quitter mon poste . Je souhaiterais savoir si il était possible de poursuivre mon employeur afin que ma démission devienne un licenciement pour harcelement moral . Merci de votre reponse  Cordialement","2"
"243","Profession: Ingénieur   J ai fait l objet d un licenciement que je juge abusif. Je souhaite intenter une action aux prud hommes contre mon ancien employeur.","3"
"244","Pour arrêter une entreprise que j ai crée en 2010 ,entretemps je me suis fait embaucher de 2011 à fin 2012.Et début 2013 j ai fait de la sous traitance et faute de mauvaise gestion je pas Dan le bon chemin et j ai envie de mètre fin à ça!","3"
"245","BONJOUR je viens de recevoir un dossier chez l huissier de justice du kremlin bicetre.Mon ex femme a introduit un recours en justice pour réviser la pension alimentaire.L présence d un avocat est obligatoire.je vais demander une aide juridictionnelle.","1"
"246","Bonjour, je souhaiterai prendre contact avec un avocat spécialisé dans l immobilier pour un problème de festonnage de clôture sur la commune de Cormeilles En Parisis . Cordialement .","2"
"247","CHOLET 94100 SAINT MAUR
 
 mon affaire concerne une dette fiscale suite à la succession
 (décès de ma maman) décédée en 2012 je n ai hérité d aucun bien et le Trésor public me réclame une dette de 63000 euros dûe par Maman suite à redressement et les impôts me réclament à présent le paiement de cette dette
 je ne peux pas payer cette somme suis en contrat CDD sans emploi actuellement Quels sont mes recours","1"
"248","c est pour mon fils monsieur Wonzeko jean jacques incarcéré a la maison d’arrêt d Osny n°d’écrou 53520 pour usage de fausse monnaie ,je suis mère de 3 enfants dont l’intéressé ,je vis seule avec eux au 11 allée du chemin de fer a Persan 95340","2"
"251","MADAME,MONSIEUR,  Je suis dans une démarche de création d une association, qui aura pour objet : ACCUEIL DE MERES CELIBATAIRES AYANT UN EMPLOI ET ETANT A LA RECHERCHE D UN HEBERGEMENT. Pour ce faire, je recherche un avocat très sérieux pour me suivre du début jusqu à la fin de mon projet. De plus, je souhaiterais être suivie et guidée dans la recherche de murs et de financements.  Par avance, merci.  Mme FELICITET.","1"
"254","bonjour.Nous habitons Franconville 95130,maries sous le régime de la communauté,2 enfants en commun à charge,propriétaires d une maison qui est en vente et souhaiterions divorcer par consentement mutuel. merçi de nous communiquer un devis pour une telle procédure.","3"
"255","Paris 16ème - Probléme concernant le texte d un engagement pour caution solidaire pour une location.  Bonjour Je cherche à obtenir un rendez-vous pour du conseil le plus rapidement possible. Je dois me porter caution solidaire pour un location (mon fils et son amie)dont la signature du contrat est prévue le 6/07 à Angers. J aurais souhaité un avis d expert sur le texte de l engagement de cautionnement et poser un certain nombre de questions avant de le renvoyer. L agence me presse de le renvoyer, et le texte m inspire de la méfiance et des questionnements. Merci Salutations  ","3"
"257","affaire de transport de marchandises entre France et Senegal","1"
"258","REFERE AVEC LA CRAMIF SUITE ACCIDENT DE KARATE  DU 15 JUIN 2005 LE COURS AVAIT LIEU SUR UN TERRAIN DE FOOT  MAL RETOMBEE LORS DU COURS GENOUX EXPLOSE  INVALIDITE ET HANDICAPE PROFESSEUR DU COURS TEMOIN LA MARSCH N A PAS RETENU L ACCIEDENT","1"
"259","Bonjour, voilà je suis français depuis 2010 et la je risque de perdre ma nationalité française car kan jai fait la demande jai pas déclaré comm koi je suis mariée au maroc parce ke j avais un amie ki travail a lappréfecture il ma dit de ne pas déclaré le mariage et la je sui perdu  car je veux pas perdre ma nationalité je veux reste français merci de me répondre","1"
"260","Suite au décès de mon mari, n’ayant plus les mêmes moyens financier, j’ai été contrainte de résilier mon bail de location d’une maison à Chennevières s/Marne, que nous louions depuis plus de 6 ans. 
 Le dépôt de garantie versé en mai 2006 correspondait à 2 mois de loyer soit 2973€. 
 La maison étant dans un mauvais état nous avons effectué des travaux plus de 2500€ de matériel sans la main d’œuvre avec en contre partie un mois de loyer gratuit.
 L’état des lieux a été effectué le 10/12/2012.
 Deux mois après je reçois un décompte reprenant une facture de travaux dont le montant était plus important que le dépôt et de ce fait celui-ci ne m’a pas été restitué. 
 J’ai contesté la facture et fait appel à ma protection juridique.
 Celle-ci après avoir  eu  des échanges de courrier avec l’agence, a fait un dernier essai de conciliation à l’amiable directement avec le bailleur par courrier début juin, afin de proposer une restitution à hauteur de 1500€, à ce jour nous n’avons aucune nouvelle du bailleur. La protection juridique me conseil d’engager une procédure avec un avocat et peu financer celle-ci à concurrence de 700€. 
 Combien faut-il prévoir d’honoraires afin que je sache si cela vaut vraiment le coup.
 Je résidende maintenant à Noisy le Grand.","1"
"262","societe en redressement judiciaire","1"
"264","ivry sur seine proche mairie
 demande de nationalité pour une personne avec une carte de résidence (10 ans) ,un enfant et époux francais 
 cordialement","2"
"267","je réside au 251 avenue d argenteuil 92270, je suis agent de contrôle à la  Ratp, j ai deux enfants dont je demande bien évidement la garde, mon mari conteste ma demande en divorce, mais malgré tout je souhaite vivement me séparer de lui, nous avons un bien en commun, combien me couterais un divorce","3"
"269","Profession : enseignante 34 rue des Acquevilles 92150 Suresnes  Nous avons signé un compromis de vente le 28 mars dernier pour acheter une maison à Nanterre. Nous devons signer l acte authentique chez le notaire vendredi 5 juillet. Nous avons constaté le 18 juin un important dégât des eaux dans la cave. Nous ne savons pas à qui incombe les travaux de réparation qui devraient être importants et coûteux ( nécessité de reprendre la maçonnerie pour refaire l étanchéité).","2"
"270","usurpation didentité ","3"
"271","bonjour  j aimerai me pacsé avec mon amie Biélorusse en vue d un mariage dans un avenir proche. n ayant pas de visa de longue durée nous aimerions avoir une information sur la procèdure a suivre pour en bénéficier  cordialement","1"
"274","Madame, Monsieur,  Actuellement en cours de rédaction d un business plan : restauration rapide Paris, je souhaiterais avoir les montants des frais d avocat concernant la rédaction des statuts, la validation et la rédaction d un nouveau bail.  Merci par avance de votre retour  Bien à vous,  ","3"
"279","Bonjour,  Je veux faire appel pour une affaire concernant une expulsion pour mise en vente, je cherche un avocat pour être représenté. J ai jusqu au 18 juillet pour faire appel. 
Cordialement.","1"
"283","75017 chez madame strauch.divorce par faute je suis agent dentretien","3"
"286","Bonjour,
 
 	Madame, Monsieur,
 
 	La présentation de l AR par la Poste,  pour la convocation à l AG des copropriétaires s est faite le 16 mai 2013 pour l AG du 06 juin 2013 à 18h00.
 
  Ici les 21 jours, selon décret n° 2007-285 du 1er mars 2007, ne sont pas respectés. 
 
 Le procès verbal de l AG m a été remis le 26 juin 2013 par LAR de la Poste.
 
 Je vous remercie de m indiquer vos tarifs, vos chances de succès pour contestez ce délai de contestation.
 
 Je vous prie d agréer, Madame, Monsieur, mes salutations distinguées.
 
 			
 ","2"
"287","je vie a drancy dans le 93 mon affaire concerne le droit de la famille  . Le père de ma fils ne souhaite pas s occuper de son enfant et le reconnaître .    ","3"
"265","Bonjour, 
 j habite au Perreux sur marne, je suis sans emploi depuis octobre 2012.
 je suis titulaire de la FPT et en disponiobilité de droit depuis le 01/07/2011, j ai été employée en CDD à la Mairie de Boissy saint léger du 01/08/2011 au 30/09/2012.
 La mairie de Boissy saint léger est en auto-financement et elle est sencée versée des pertes d emplois à ses slariés qu ils ont emplyés en CDD.
 J ai procédée à tout le procécuss d inscription auprès du Pole emploi afin que le dossier soit transmis à la Mairie pour paiement des pertes d emploi.
 Suite à deux courriers que j ai fait à la mairie, celle-ci ne m a apportée aucune reponse quant au non paiement, depuis octobre 2012, de mes pertes d emplois.
 Je souhaite intenter une action contre le maire de la vielle de Boissy saint léger qui a decidé de facon arbitraire de ne payer les pertes d emploi à ses anciens agents. 
 Pouvez vous m éclairer quand aux demarches a faire auprès du tribunal administratif de melun pour demander le paiement de mes pertes d emploi ?","1"
"266","bonjour ,je reside a pierrefitte sur seine je suis technicien telecom j ai eté licencié pour faute grave le 24/12/2012 motif (vol caracterisé portant préjudice à l entreprise)apres avoir passer 13ans dans la societé j ai saisie le conseil des prud hommes je suis passer en consiliation a ma grande surprise l entreprise na pas porté plainte et a été obligé de licencié le directeur des operations qui a monter ce stratageme de toute piiece sur ma lettre de licenciement il est dit est dit que l entreprise a visioner une video SUR UN SITE DE FRANCE TELECOM me voyant entrer et sortir avec du cable chose que je ni pas car j ai agit sur un ordre direct de ma hierarchie. il ma été demander de prendre 40Metre de cable pour les dispacher sur les autre site je passe en jugement le 24 mars 2014 a 9H00 j ai fournie a la partie adverse les documents sur lesquels je compte me defendre le 30/06/2013 il ma été conseille de prendre un avocat.","3"
